title,company,job_category,job_area,salary_min,salary_max
Deputy Registrar (Medicine),Shah Mokhdum Medical College,Medical/Healthcare Professional,Rajshahi,,
Professor (Anatomy),Shah Mokhdum Medical College,Education/Training,Rajshahi,,
Associate Professor (Child),Shah Mokhdum Medical College,Medical/Healthcare Professional,,,
Principal,Shah Mokhdum Medical College,Education/Training,Rajshahi,,
Director (Hospital),Shah Mokhdum Medical College,Medical/Healthcare Professional,Rajshahi,,
Executive Director,Shah Mokhdum Medical College,Top Management,Rajshahi,,
Delivery Rider,River Fish,Special Skilled Jobs,Dhaka,15000.00,18000.00
Assistant Professor (Obs and Gynae),Shah Mokhdum Medical College,Education/Training,Rajshahi,,
Professor (Biochemistry),Shah Mokhdum Medical College,Education/Training,Rajshahi,,
Professor (Physiology),Shah Mokhdum Medical College,Education/Training,Rajshahi,,
Professor (Medicine),Shah Mokhdum Medical College,Education/Training,Rajshahi,,
Professor (Obs and Gynae),Shah Mokhdum Medical College,Education/Training,Rajshahi,,
Professor (Child),Shah Mokhdum Medical College,Education/Training,Rajshahi,,
Associate Professor (Surgery),Shah Mokhdum Medical College,Education/Training,Rajshahi,,
Professor (Surgery),Shah Mokhdum Medical College,Education/Training,Rajshahi,,
Associate Professor (Obs and Gynae),Shah Mokhdum Medical College,Education/Training,Rajshahi,,
Associate Professor (Biochemistry),Shah Mokhdum Medical College,Education/Training,Rajshahi,,
Associate Professor (Medicine),Shah Mokhdum Medical College,Education/Training,Rajshahi,,
Associate Professor (Anatomy),Shah Mokhdum Medical College,Education/Training,Rajshahi,,
Associate Professor (Physiology),Shah Mokhdum Medical College,Education/Training,Rajshahi,,
Assistant Professor (Child),Shah Mokhdum Medical College,Education/Training,Rajshahi,,
Assistant Professor (Anatomy),Shah Mokhdum Medical College,Education/Training,Rajshahi,,
Assistant Professor (Biochemistry),Shah Mokhdum Medical College,Education/Training,Rajshahi,,
Assistant Professor (Physiology),Shah Mokhdum Medical College,Education/Training,Rajshahi,,
Assistant Professor (Medicine),Shah Mokhdum Medical College,Education/Training,Rajshahi,,
Registrar (Eye),Shah Mokhdum Medical College,Medical/Healthcare Professional,Rajshahi,,
Assistant Professor (Surgery),Shah Mokhdum Medical College,Medical/Healthcare Professional,Rajshahi,,
Registrar (Medicine),Shah Mokhdum Medical College,Medical/Healthcare Professional,Rajshahi,,
Registrar (Obs and Gynae),Shah Mokhdum Medical College,Medical/Healthcare Professional,Rajshahi,,
Registrar (Orthopedic),Shah Mokhdum Medical College,Medical/Healthcare Professional,Rajshahi,,
Registrar (Child),Shah Mokhdum Medical College,Medical/Healthcare Professional,Rajshahi,,
Deputy Registrar (ENT),Shah Mokhdum Medical College,Medical/Healthcare Professional,Rajshahi,,
Registrar (ENT),Shah Mokhdum Medical College,Medical/Healthcare Professional,Rajshahi,,
Officer (Land Procurement & Development),Nazia Design and Development Ltd.,Marketing/Sales,Dhaka,,
Deputy Registrar (Obs and Gynae),Shah Mokhdum Medical College,Medical/Healthcare Professional,Rajshahi,,
Deputy Registrar (Eye),Shah Mokhdum Medical College,Medical/Healthcare Professional,Rajshahi,,
Deputy Registrar (Child),Shah Mokhdum Medical College,Medical/Healthcare Professional,Rajshahi,,
Deputy Registrar (Surgery),Shah Mokhdum Medical College,Medical/Healthcare Professional,Rajshahi,,
Medical Officer (Child),Shah Mokhdum Medical College,Medical/Healthcare Professional,Rajshahi,,
Senior Staff Nurse,Shah Mokhdum Medical College,Medical/Healthcare Professional,Rajshahi,,
সহকারী পরিচালক (প্রশিক্ষণ),Bangladesh Rubber Board,Education/Training,চট্টগ্রাম,22000.00,53060.00
Junior Assistant Manager,North-West Power Generation Company Limited,Admin/General Management,ঢাকা,,
হার্মফুল প্র্যাকটিসেস প্রোগ্রাম কো-অর্ডিনেটর,Ministry of Women and Children Affairs,Admin/General Management,ঢাকা,,
"Assistant Manager (Environment, Health & Safety)",North-West Power Generation Company Limited,Engineer,ঢাকা,,
Sub - Assistant Engineer,North-West Power Generation Company Limited,Engineer,ঢাকা,,
লাইট অপারেটর,Bangladesh University of Professionals (BUP),Marketing/Sales,ঢাকা,,
ল্যাব অ্যাটেনডেন্ট,Bangladesh University of Professionals (BUP),Special Skilled Jobs,ঢাকা,,
ড্রাইভার,Bangladesh University of Professionals (BUP),Special Skilled Jobs,ঢাকা,,
অফিস সহকারী কাম ডাটা প্রসেসর,Bangladesh University of Professionals (BUP),Admin/General Management,ঢাকা,,
ল্যাব টেকনিশিয়ান,Bangladesh University of Professionals (BUP),Special Skilled Jobs,ঢাকা,,
সহকারী প্রোগ্রামার,Bangladesh University of Professionals (BUP),IT/Software,ঢাকা,,
হার্ডওয়ার টেকনিশিয়ান,Shahjalal University of Science and Technology ,Special Skilled Jobs,সিলেট,11000.00,26590.00
সাউন্ড টেকনিশিয়ান,Bangladesh University of Professionals (BUP),Special Skilled Jobs,ঢাকা,,
ইলেকট্রিশিয়ান,Bangladesh University of Professionals (BUP),Special Skilled Jobs,ঢাকা,,
চিলড্রেন এন্ড অ্যাডোলেসেন্ট ক্লাব অর্গানাইজার,Ministry of Women and Children Affairs,Others,ঢাকা,,
Lecturer (ICT),Bangladesh Army University of Science & Technology,Education/Training,,,
সহকারী পরিচালক (প্লান্টেশন এন্ড প্রডাকশন),Bangladesh Rubber Board,Admin/General Management,,22000.00,53060.00
ইন্সট্রাক্টর/ জুনিয়র ইন্সট্রাক্টর,"Life Line Polytechnic Institute, Thakurgaon",Marketing/Sales,ঠাকুরগাঁও,,
Data Entry Operator,Bangladesh Army University of Science & Technology,Data Entry/Operator/BPO,,11000.00,26590.00
Nazir Cum Cashier,Bangladesh Army University of Science & Technology,Accounts/Finance,,9300.00,22490.00
Ticket Reservation Officer (GDS),Flyamar.com Limited,Consultancy,"Banani, Dhaka",,
উপাধ্যক্ষ,Khwaja Yunus Ali Nursing College,Marketing/Sales,সিরাজগঞ্জ,,
Junior Executive,Innoglobe Travel and Tours Ltd.,Marketing/Sales,"Banani, Dhaka",,
সহকারী পরিচালক (পরিকল্পনা ও উন্নয়ন),Bangladesh Rubber Board,Admin/General Management,,22000.00,53060.00
সহকারী পরিচালক (প্রশাসন),Bangladesh Rubber Board,Admin/General Management,,22000.00,53060.00
Development Merchandiser,Cherryfield Trading Limited,Garments/Textile,Anywhere in Bangladesh,,
GIS Officer,HELVETAS Swiss Intercooperation Bangladesh,Project Management,,70000.00,75000.00
Teradata EDW Analyst,Mission Consultancy Services Malaysia Sdn Bhd,IT/Software,Malaysia,260000.00,400000.00
বৈজ্ঞানিক কর্মকর্তা (প্রোডাক্ট ইউটিলাইজেশন),Bangladesh Rubber Board,R&D (Research and Development),,22000.00,53060.00
বৈজ্ঞানিক কর্মকর্তা (সয়েল সাৈইন্স এন্ড এগ্রোনোমি),Bangladesh Rubber Board,R&D (Research and Development),,22000.00,53060.00
বৈজ্ঞানিক কর্মকর্তা (ক্লোনডেভেলপমেন্ট এন্ড ক্রপ্ট ইমপ্রোভমেন্ট),Bangladesh Rubber Board,R&D (Research and Development),,22000.00,53060.00
Office Assistant Cum Computer Typist Wanted.,Erudite Academy,Admin/General Management,Dhaka,,
সহকারী প্রোগ্রামার,Bangladesh Rubber Board,Others,,22000.00,53060.00
Assistant Teacher,Shahid Model School and College,Education/Training,"Ashulia, Dhaka",,
Nurse/Caregiver,MONAZ AVIATION LIMITED,Marketing/Sales,Australia,,
সহকারী পরিচালক (মার্কেট প্রমোশন),Bangladesh Rubber Board,Admin/General Management,,22000.00,53060.00
Product Executive (PMD),Amico Laboratories Limited,Marketing/Sales,Dhaka,,
সহকারী পরিচালক (নিরীক্ষা),Bangladesh Rubber Board,Admin/General Management,,22000.00,53060.00
বৈজ্ঞানিক কর্মকর্তা (প্যাথলজী এন্ড পেস্ট প্রটেকশন),Bangladesh Rubber Board,R&D (Research and Development),,22000.00,53060.00
Management Trainee - Garments Production,Interstoff Clothing Ltd.,Production/Operation,"Gazipur Sadar, Gazipur",15000.00,20000.00
Specialist-Procurement,Plan International Bangladesh,Admin/General Management,,,
Territory Sales Manager (TSM),Ayaan Tech Limited,Marketing/Sales,Anywhere in Bangladesh,,
Business Development Officer,A.S TRAVEL AND TOURISM AGENCY,Marketing/Sales,Dhaka,,
ভিটিএস (ভেহীক্যাল ট্র্যাকিং সার্ভিস) টেকনিশিয়ান/ জিপিএস ট্র্যাকার ইনস্টলেশন টেকনিশিয়ান,One Sky Communications Limited,Others,মতিঝিল,15000.00,20000.00
Sales Manager - Online and Offline,Mighty Lady,Marketing/Sales,"Mirpur, Dhaka, Dhaka",,
Officer - Technical Service & Sales,Advance Agrotech BD LTD,Marketing/Sales,Anywhere in Bangladesh,,
"Assistant Manager, K-Bakery",K Bakery,Admin/General Management,Chattogram,,
Sales / Marketing Executive (Part/Full time),EasyPOS,Marketing/Sales,Anywhere in Bangladesh,,
Financial Analyst,Monstar Lab Bangladesh Ltd,Accounts/Finance,Dhaka,60000.00,75000.00
"Manager, Financial Planning and Analysis",Monstar Lab Bangladesh Ltd,Accounts/Finance,Dhaka,,
English Trainer,Augmedix Bangladesh,Education/Training,Dhaka,,
Senior Mobile application Developer in flutter,REXO IT,IT/Software,Gulshan,,
"GRADUATE SOFTWARE ENGINEER - Dubai, UAE",Cobblestone Energy,IT/Software,khulna,,
Delivery Rider,Shombhob Health Ltd.,Special Skilled Jobs,Dhaka,,
"SOFTWARE DEVELOPER - Dubai, UAE",Cobblestone Energy,IT/Software,Dhaka,,
English Languag Teaching Faculty,Succero Executive Resources,Education/Training,Dhaka,,
Senior PHP Laravel Developer,Veefin Solutions,IT/Software,Dhaka,,
Commission Sales Associate,Sopnerbari,Marketing/Sales,Dhaka,,
Zonal Sales Manager,ShopUp,Marketing/Sales,Barishal,,
"Lead Analyst, Data Governance",Syneos Health,IT/Software,,,
Clinical Programmer II (SAS / SQL/Veeva /LSH),Syneos Health,IT/Software,,,
Sr Statistical Programmer,Syneos Health,IT/Software,,,
MEAL (M & E) Officer,Aid Comilla,Top Management,Cox's Bazar,40000.00,40200.00
D2S Trainer,Wadhwani Foundation - Bangladesh,Education/Training,,,
Experienced Video Editor & Motion Designer,Tagore Global,Design/Creative,Dhaka,,
"Senior Manager, Payroll Operations - APAC",Remote,HR/Human Resource,,,
Copywriter,Buy Digital,Others,Dhaka,,
Intelligent Transportation Systems (ITS) Specialist,DOHWA ENGINEERING CO. LTD,IT/Software,Dhaka,,
Consultant-Anaeshesiology,uttara adhunik medical college and Hospital,Consultancy,Dhaka,,
Content Writer,Inverse.AI,Others,Majumdari,12000.00,20000.00
Sales Manager,Atomberg Technologies,Marketing/Sales,Dhaka,,
AWS Developer,Toptal,IT/Software,,,
Mobile Application Developer (React Native),Bayshore Communication,IT/Software,Gulshan-1,20000.00,25000.00
Content Creator,Renaissance Hotels,Others,Gulshan,,
Lecturer (Mechanical Engineering),Bangladesh Army University of Science & Technology,Education/Training,khulna,,
Lecturer (Mathematics),Bangladesh Army University of Science & Technology,Education/Training,khulna,,
Front Office Team Leader,Renaissance Hotels,Project Management,Dhaka,,
Lecturer (EEE),Bangladesh Army University of Science & Technology,Education/Training,khulna,,
Lecturer (Physics),Bangladesh Army University of Science & Technology,Education/Training,khulna,,
Architect,Public Works Department,Architect,Anywhere in Bangladesh,9700.00,23490.00
Admin Specialist-Procurement and Event,Management Sciences for Health,Admin/General Management,Dhaka,,
Full Stack Software Engineer,Talent Pro,IT/Software,Banani,,
"Executive, Marketing & Research",IceTech Solutions Bd.,Marketing/Sales,Anywhere in Bangladesh,,
Full Stack Developer,Poraai.com,IT/Software,Dhaka,25000.00,40000.00
প্রভাষক (রসায়ন),Young Women's Chiristian Association of Bangladesh,Marketing/Sales,ঢাকা,,
ফার্মেসী সেলস্ ম্যান,Unique Pharma,Marketing/Sales,"উত্তরা পূর্ব, ঢাকা",10000.00,12000.00
Sales Assistant - Coordinator,"iHeartMedia, Inc.",Marketing/Sales,"New York, United states",,
অকুপেশনাল থেরাপিস্ট,Adora Child Development Care,Marketing/Sales,সিলেট,,
এসিস্ট্যান্ট ফিজিওথেরাপিস্ট,Adora Child Development Care,Marketing/Sales,সিলেট,,
Team Leader – Front Desk,Ocean Paradise Hotel & Resort,Marketing/Sales,Cox's Bazar,,
Civil Engineer,Subornogram Amusement Park and Resorts Limited,Engineer,"Rupganj, Dhaka, Narayanganj",30000.00,40000.00
"IT/ Software Support, Training & Business Development Engineer",Tech BPO Pro,Marketing/Sales,Dhaka,2.00,15000.00
Electrical Engineer,Subornogram Amusement Park and Resorts Limited,Engineer,"Rupganj, Narayanganj",30000.00,40000.00
Head of Sales & Marketing,TMSS LPG Limited,Marketing/Sales,Dhaka,,
Officer-Sales Operation,Square Toiletries Ltd.,Marketing/Sales,,,
Executive/ Senior Executive - Import Operation,Globe Logistics Services Ltd,Admin/General Management,"Chittagong Epz, Chattogram",,
Medical Services Officer,Eskayef Pharmaceuticals Ltd.,Medical/Healthcare Professional,Banani,,
Officer/Sr. Officer-Corporate Sales,Orison Food Products,Marketing/Sales,"Dhaka, Gazipur",,
Physiotherapy Technologist,City Physiotherapy Center Narayanganj,Special Skilled Jobs,Narayanganj,,
কাটিং মাস্টার,সোহেল টেইলার্স,Marketing/Sales,ঢাকা,,
Apprentice Lawyer/ Lawyer,The Legal Inn,Law/Legal,"Paltan, Dhaka",,
JUNIOR QUANTITATIVE ANALYST,Cobblestone Energy,IT/Software,,,
Factory Office Supervisor (Garments Accessories Factory),Etasia Bangladesh Ltd,Admin/General Management,"Bhaluka, Mymensingh",,
Head of Operations,Nazia Design and Development Ltd.,Top Management,Dhaka,,
Country Manager,Polygon Technology,Admin/General Management,,,
Sales And Marketing Specialist,CRANE Properties Ltd,Marketing/Sales,Dhaka,,
Country Manager,RAK Ceramics (BD) Limited,Top Management,,,
Coordinator,Smart Brain Bangladesh,Project Management,Chattogram,10000.00,18000.00
